Geo Point;Geo Shape;FCsubtype;inspireId;beginLifes;F_CODE;ICC;TFC;NAMN1;NAMN2;NAMA1;NAMA2;NLN1;NLN2;TUC;RStationID
49.30020999999985,14.477790999999797;"{""coordinates"": [14.477790999999797, 49.30020999999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:448ff684-3a2e-441f-ab51-5dec8c6603;2015-10-26;AQ125;CZ;15;Bechyně;N_A;Bechyne;N_A;CZE;N_A;45;N.CZ.RAILRDC.000266
49.63591999999986,6.135812999999786;"{""coordinates"": [6.135812999999786, 49.63591999999986], ""type"": ""Point""}";1;_EG.EGM.RailrdC:5da5635b-88c7-4539-bfd2-c202ae14d2;2015-10-26;AQ125;LU;32;Dommeldange;N_A;Dommeldange;N_A;FRE;N_A;45;N.LU.RAILRDC.000011
49.452007999999836,32.02157699999977;"{""coordinates"": [32.02157699999977, 49.452007999999836], ""type"": ""Point""}";1;_EG.EGM.RailrdC:863ab11d-1b58-4b0a-8b70-6d833c1418;2012-01-01;AQ125;UA;0;П.887км;N_A;P.887km;N_A;UKR;N_A;0;N.UA.RAILRDC.000103
49.89616299999983,36.249867999999765;"{""coordinates"": [36.249867999999765, 49.89616299999983], ""type"": ""Point""}";1;_EG.EGM.RailrdC:78bb9554-9d01-46ec-a808-c816e5de51;2012-01-01;AQ125;UA;0;Безлюдівка;N_A;Bezliudivka;N_A;UKR;N_A;0;N.UA.RAILRDC.000234
51.299915499999855,18.131437499999777;"{""coordinates"": [18.131437499999777, 51.299915499999855], ""type"": ""Point""}";1;_EG.EGM.RailrdC:2db55297-1890-4d14-8676-efcfffa40d;2015-10-26;AQ125;PL;15;Wieruszów;N_A;Wieruszow;N_A;POL;N_A;45;N.PL.RAILRDC.000861
50.93864499999984,3.777129999999801;"{""coordinates"": [3.777129999999801, 50.93864499999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:6c9d0e09-42ca-4c88-8b35-c05f77a277;2015-10-26;AQ125;BE;15;Scheldewindeke;N_A;Scheldewindeke;N_A;DUT;N_A;45;N.BE.RAILRDC.000056
49.70571999999984,6.419633999999802;"{""coordinates"": [6.419633999999802, 49.70571999999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:8c82ed2d-9966-4ae3-ba1e-be4069f879;2015-10-26;AQ125;LU;32;Manternach;N_A;Manternach;N_A;FRE;N_A;26;N.LU.RAILRDC.000037
50.70428099999984,16.002223499999786;"{""coordinates"": [16.002223499999786, 50.70428099999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:f3ffb129-f4e4-43a3-ae0f-b587d9ceb7;2015-10-26;AQ125;PL;15;Lubawka;N_A;Lubawka;N_A;POL;N_A;45;N.PL.RAILRDC.000166
53.13687149999984,-1.562532000000203;"{""coordinates"": [-1.562532000000203, 53.13687149999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:d0b6926a-a275-4515-8c0f-3967b21c3d;2015-10-26;AQ125;GB;31;Matlock Station;N_A;Matlock Station;N_A;ENG;N_A;45;N.GB.RAILRDC.000344
48.51613449999984,9.055014999999798;"{""coordinates"": [9.055014999999798, 48.51613449999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:58d08f40-ed8c-4bfb-a6f9-d7481009d3;2015-10-26;AQ125;DE;15;Tübingen Hbf;N_A;Tuebingen Hbf;N_A;GER;N_A;45;N.DE.RAILRDC.000468
51.505558999999835,14.637076499999777;"{""coordinates"": [14.637076499999777, 51.505558999999835], ""type"": ""Point""}";1;_EG.EGM.RailrdC:82ac3b84-af28-4f2b-8063-5b163f1f87;2015-10-26;AQ125;DE;15;Weißwasser (Oberlausitz);N_A;Weisswasser (Oberlausitz);N_A;GER;N_A;45;N.DE.RAILRDC.000220
51.738188499999836,7.18557949999979;"{""coordinates"": [7.18557949999979, 51.738188499999836], ""type"": ""Point""}";1;_EG.EGM.RailrdC:098342a9-2c5c-4a75-9741-6aaf8094ae;2015-10-26;AQ125;DE;15;Haltern am See;N_A;Haltern am See;N_A;GER;N_A;45;N.DE.RAILRDC.002006
50.41441399999985,30.43428099999977;"{""coordinates"": [30.43428099999977, 50.41441399999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:a0e8bf7c-9b4b-4e60-82cb-c3a5c0b214;2012-01-01;AQ125;UA;0;Київ-Волинський;N_A;Kyiv-Volyns'kyi;N_A;UKR;N_A;0;N.UA.RAILRDC.000021
48.30087749999984,25.932157999999756;"{""coordinates"": [25.932157999999756, 48.30087749999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:00b37066-4e28-48d1-8973-fc877a54a2;2012-01-01;AQ125;UA;0;Чернівці;N_A;Chernivtsi;N_A;UKR;N_A;0;N.UA.RAILRDC.000281
46.171999999999855,23.93941999999978;"{""coordinates"": [23.93941999999978, 46.171999999999855], ""type"": ""Point""}";1;_EG.EGM.RailrdC:49c0887f-bd12-4ea0-b6d4-f5615c5685;2015-10-26;AQ125;RO;15;Dealul Crucii;N_A;Dealul Crucii;N_A;RUM;N_A;45;N.RO.RAILRDC.000096
53.40167999999983,22.79631249999977;"{""coordinates"": [22.79631249999977, 53.40167999999983], ""type"": ""Point""}";1;_EG.EGM.RailrdC:ed8758bc-7b18-4446-9e84-c947bd5968;2015-10-26;AQ125;PL;15;Mońki;N_A;Monki;N_A;POL;N_A;45;N.PL.RAILRDC.000502
38.92040599999984,-6.335401000000189;"{""coordinates"": [-6.335401000000189, 38.92040599999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:b5ce47a5-65ac-4ec1-9b76-88e158b99a;2015-10-26;AQ125;ES;15;Estación FF.CC. de Mérida;N_A;Estacion FF.CC. de Merida;N_A;SPA;N_A;45;N.ES.RAILRDC.001096
46.61617049999984,14.312815499999772;"{""coordinates"": [14.312815499999772, 46.61617049999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:40378455-58c0-4494-9535-ee74944422;2015-10-26;AQ125;AT;15;Klagenfurt Hauptbahnhof;N_A;Klagenfurt Hauptbahnhof;N_A;GER;N_A;45;N.AT.RAILRDC.000079
48.17189449999983,11.35323699999978;"{""coordinates"": [11.35323699999978, 48.17189449999983], ""type"": ""Point""}";1;_EG.EGM.RailrdC:af61379f-147c-46ae-a243-fbf2c883d3;2015-10-26;AQ125;DE;15;Puchheim;N_A;Puchheim;N_A;GER;N_A;45;N.DE.RAILRDC.002376
53.920641499999846,9.889988499999786;"{""coordinates"": [9.889988499999786, 53.920641499999846], ""type"": ""Point""}";1;_EG.EGM.RailrdC:886eb7c3-eab4-436a-95c6-3fcdb0a1dd;2015-10-26;AQ125;DE;15;Bad Bramstedt;N_A;Bad Bramstedt;N_A;GER;N_A;45;N.DE.RAILRDC.002940
51.15610799999985,23.61621299999979;"{""coordinates"": [23.61621299999979, 51.15610799999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:a87f8688-7c2b-484b-8f33-ea1c26645e;2015-10-26;AQ125;PL;15;Brzeźno;N_A;Brzezno;N_A;POL;N_A;45;N.PL.RAILRDC.000356
50.57048899999984,18.886540499999768;"{""coordinates"": [18.886540499999768, 50.57048899999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:760a3d1f-55f2-4a5f-a747-ef7201c9c2;2015-10-26;AQ125;PL;15;Kalety;N_A;Kalety;N_A;POL;N_A;45;N.PL.RAILRDC.000915
66.78477049999984,23.993552499999765;"{""coordinates"": [23.993552499999765, 66.78477049999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:ccf1fddb-c86d-4938-9f1c-30c9b0dc74;2015-10-26;AQ125;FI;15;Pello;N_A;Pello;N_A;FIN;N_A;45;N.FI.RAILRDC.000081
43.118723999999844,6.009942999999794;"{""coordinates"": [6.009942999999794, 43.118723999999844], ""type"": ""Point""}";1;_EG.EGM.RailrdC:c64ec134-9fd3-4c6b-badc-35ef5529d7;2015-10-26;AQ125;FR;15;La Garde;N_A;La Garde;N_A;FRE;N_A;26;N.FR.RAILRDC.000279
48.81427799999983,2.391599999999812;"{""coordinates"": [2.391599999999812, 48.81427799999983], ""type"": ""Point""}";1;_EG.EGM.RailrdC:3f2f9ad1-c839-4172-bac0-7e7c62eeeb;2015-10-26;AQ125;FR;15;Ivry-sur-Seine;N_A;Ivry-sur-Seine;N_A;FRE;N_A;45;N.FR.RAILRDC.000422
49.570879999999846,3.623788999999789;"{""coordinates"": [3.623788999999789, 49.570879999999846], ""type"": ""Point""}";1;_EG.EGM.RailrdC:c1385176-5f0a-4339-a36b-2316992bea;2015-10-26;AQ125;FR;15;Laon;N_A;Laon;N_A;FRE;N_A;45;N.FR.RAILRDC.000173
48.24627299999983,14.188749499999773;"{""coordinates"": [14.188749499999773, 48.24627299999983], ""type"": ""Point""}";1;_EG.EGM.RailrdC:31ab650d-1135-4e57-8a48-316b023f76;2015-10-26;AQ125;AT;15;Hörsching;N_A;Hoersching;N_A;GER;N_A;45;N.AT.RAILRDC.000091
55.92707449999983,12.311328999999802;"{""coordinates"": [12.311328999999802, 55.92707449999983], ""type"": ""Point""}";1;_EG.EGM.RailrdC:ac27b351-67df-4470-8fdb-12ac2048b8;2015-10-26;AQ125;DK;15;Hillerød;N_A;Hillerod;N_A;DAN;N_A;26;N.DK.RAILRDC.00004
55.94739149999984,8.49118899999979;"{""coordinates"": [8.49118899999979, 55.94739149999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:32438578-a982-4249-99f2-d731aa92cd;2015-10-26;AQ125;DK;15;Skjern;N_A;Skjern;N_A;DAN;N_A;26;N.DK.RAILRDC.00001
51.685752499999836,-0.317544000000197;"{""coordinates"": [-0.317544000000197, 51.685752499999836], ""type"": ""Point""}";1;_EG.EGM.RailrdC:64c1e76e-dfdd-4acd-aade-3656c2de3c;2015-10-26;AQ125;GB;15;Radlett Station;N_A;Radlett Station;N_A;ENG;N_A;45;N.GB.RAILRDC.001263
50.82680399999984,-0.32329450000020205;"{""coordinates"": [-0.32329450000020205, 50.82680399999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:59878b09-0a2e-4665-99ea-4670891f2b;2015-10-26;AQ125;GB;15;Lancing Station;N_A;Lancing Station;N_A;ENG;N_A;45;N.GB.RAILRDC.002619
42.61571099999986,25.642001499999765;"{""coordinates"": [25.642001499999765, 42.61571099999986], ""type"": ""Point""}";1;_EG.EGM.RailrdC:71a46cc8-78d1-45a3-a9f2-b773fc1e0f;2012-01-01;AQ125;BG;0;Дъбово;N_A;Dabovo;N_A;BUL;N_A;0;N.BG.RAILRDC.000115
42.49993899999984,26.253292999999786;"{""coordinates"": [26.253292999999786, 42.49993899999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:c9b26309-2123-4af8-9c4f-b3d3e55208;2012-01-01;AQ125;BG;0;Кермен;N_A;Kermen;N_A;BUL;N_A;0;N.BG.RAILRDC.000236
40.89865549999985,-8.495261000000198;"{""coordinates"": [-8.495261000000198, 40.89865549999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:51b01c4c-cbd8-4faa-9905-e2c0afe0d6;2015-10-26;AQ125;PT;15;São João da Madeira;N_A;Sao Joao da Madeira;N_A;POR;N_A;26;N.PT.RAILRDC.000693
60.330152499999826,11.247598999999779;"{""coordinates"": [11.247598999999779, 60.330152499999826], ""type"": ""Point""}";1;_EG.EGM.RailrdC:020768a7-e3c7-44b7-8edf-352dd9a84e;2015-10-26;AQ125;NO;0;Eidsvoll;N_A;Eidsvoll;N_A;NOR;N_A;0;N.NO.RAILRDC.00017
46.99438699999985,22.496591499999766;"{""coordinates"": [22.496591499999766, 46.99438699999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:6d61cdc9-fa04-4f18-9930-00690327d9;2015-10-26;AQ125;RO;15;Vadu Crişului;N_A;Vadu Crisului;N_A;RUM;N_A;45;N.RO.RAILRDC.001105
53.96441699999983,-8.300512500000195;"{""coordinates"": [-8.300512500000195, 53.96441699999983], ""type"": ""Point""}";1;_EG.EGM.RailrdC:99504f55-3223-4964-99fb-979400f611;2015-10-26;AQ125;IE;15;Boyle;N_A;Boyle;N_A;ENG;N_A;45;N.IE.RAILRDC.00007
49.1219,12.124406499999791;"{""coordinates"": [12.124406499999791, 49.1219], ""type"": ""Point""}";1;_EG.EGM.RailrdC:d6e18536-66a5-40a7-9d98-a50b5c9498;2015-10-26;AQ125;DE;15;Regenstauf;N_A;Regenstauf;N_A;GER;N_A;45;N.DE.RAILRDC.003085
50.792591499999844,4.331135999999788;"{""coordinates"": [4.331135999999788, 50.792591499999844], ""type"": ""Point""}";1;_EG.EGM.RailrdC:e9fa8474-7ae4-497a-921d-28805f88aa;2015-10-26;AQ125;BE;15;Ukkel-Kalvoet;Uccle-Calvoet;Ukkel-Kalvoet;Uccle-Calvoet;DUT;FRE;45;N.BE.RAILRDC.000101
42.807195499999864,23.19961899999978;"{""coordinates"": [23.19961899999978, 42.807195499999864], ""type"": ""Point""}";1;_EG.EGM.RailrdC:19e0161c-6ee0-4ece-b8f3-51d120bf87;2012-01-01;AQ125;BG;0;Костинброд;N_A;Kostinbrod;N_A;BUL;N_A;0;N.BG.RAILRDC.000008
50.73348599999983,-1.1592775000002011;"{""coordinates"": [-1.1592775000002011, 50.73348599999983], ""type"": ""Point""}";1;_EG.EGM.RailrdC:656ad428-1c22-47cb-bf63-e6eab46b06;2015-10-26;AQ125;GB;31;Ryde Esplanade Station;N_A;Ryde Esplanade Station;N_A;ENG;N_A;45;N.GB.RAILRDC.001302
48.84635399999985,-0.8832355000002111;"{""coordinates"": [-0.8832355000002111, 48.84635399999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:6df18f5c-21d4-409a-956e-e6a2c1fa0f;2015-10-26;AQ125;FR;15;Vire;N_A;Vire;N_A;FRE;N_A;26;N.FR.RAILRDC.000404
51.123132499999855,8.063392499999793;"{""coordinates"": [8.063392499999793, 51.123132499999855], ""type"": ""Point""}";1;_EG.EGM.RailrdC:21b42c42-7d30-44d4-a74d-c6d16c300a;2015-10-26;AQ125;DE;15;Lennestadt-Meggen;N_A;Lennestadt-Meggen;N_A;GER;N_A;45;N.DE.RAILRDC.000989
42.57632049999983,24.94691949999978;"{""coordinates"": [24.94691949999978, 42.57632049999983], ""type"": ""Point""}";1;_EG.EGM.RailrdC:3c303f24-2921-4a2a-811a-5e7b7f1fdc;2012-01-01;AQ125;BG;0;Свежен;N_A;Svezhen;N_A;BUL;N_A;0;N.BG.RAILRDC.000107
45.18770199999986,17.65199849999979;"{""coordinates"": [17.65199849999979, 45.18770199999986], ""type"": ""Point""}";1;_EG.EGM.RailrdC:d2ba67b7-4d2b-41c1-bc0b-ef2b1f2af2;2012-01-01;AQ125;HR;0;Nova Kapela - Batrina;N_A;Nova Kapela - Batrina;N_A;HRV;N_A;0;N.HR.RAILRDC.000020
51.80016249999982,-0.20398350000019103;"{""coordinates"": [-0.20398350000019103, 51.80016249999982], ""type"": ""Point""}";1;_EG.EGM.RailrdC:a2f9949f-47f9-42bf-a736-5b045a86a6;2015-10-26;AQ125;GB;15;Welwyn Garden City Station;N_A;Welwyn Garden City Station;N_A;ENG;N_A;45;N.GB.RAILRDC.000408
55.90349999999983,-4.223490000000196;"{""coordinates"": [-4.223490000000196, 55.90349999999983], ""type"": ""Point""}";1;_EG.EGM.RailrdC:3d165aa2-d492-4c26-be3f-ac989523f3;2015-10-26;AQ125;GB;15;Bishopbriggs Station;N_A;Bishopbriggs Station;N_A;ENG;N_A;45;N.GB.RAILRDC.001871
47.57670249999983,18.397221499999773;"{""coordinates"": [18.397221499999773, 47.57670249999983], ""type"": ""Point""}";1;_EG.EGM.RailrdC:9f38126e-a967-4f1a-a178-965c4eae90;2015-10-26;AQ125;HU;32;Tatabánya;N_A;Tatabanya;N_A;HUN;N_A;26;N.HU.RAILRDC.000033
47.981693499999835,8.7984625;"{""coordinates"": [8.7984625, 47.981693499999835], ""type"": ""Point""}";1;_EG.EGM.RailrdC:acc97f25-08d5-46ce-a15e-8e2f7d4b80;2015-10-26;AQ125;DE;15;Tuttlingen;N_A;Tuttlingen;N_A;GER;N_A;45;N.DE.RAILRDC.000436
50.13681099999985,8.447914999999796;"{""coordinates"": [8.447914999999796, 50.13681099999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:78243513-5c00-44f0-b2fc-71fcd463e2;2015-10-26;AQ125;DE;15;Kelkheim;N_A;Kelkheim;N_A;GER;N_A;45;N.DE.RAILRDC.000903
50.51069749999984,4.566014499999795;"{""coordinates"": [4.566014499999795, 50.51069749999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:c32e1d6a-0c5c-434a-9717-ec051f8238;2015-10-26;AQ125;BE;32;Ligny;N_A;Ligny;N_A;FRE;N_A;26;N.BE.RAILRDC.000384
42.356899499999855,14.138154999999784;"{""coordinates"": [14.138154999999784, 42.356899499999855], ""type"": ""Point""}";1;_EG.EGM.RailrdC:46dc3649-89e0-4a2a-a30a-87ce1968c2;2015-10-26;AQ125;IT;15;Chieti;N_A;Chieti;N_A;ITA;N_A;26;N.IT.RAILRDC.000329
55.582227999999844,21.283330499999774;"{""coordinates"": [21.283330499999774, 55.582227999999844], ""type"": ""Point""}";1;_EG.EGM.RailrdC:189b4e07-7865-4162-a413-6efd89d1b0;2015-10-26;AQ125;LT;32;Dituva;N_A;Dituva;N_A;LIT;N_A;25;N.LT.RAILRDC.000229
44.39138999999985,23.723229999999774;"{""coordinates"": [23.723229999999774, 44.39138999999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:a5be0355-f789-4623-842b-6daf1ce4d0;2015-10-26;AQ125;RO;15;Işalniţa;N_A;Isalnita;N_A;RUM;N_A;45;N.RO.RAILRDC.000939
46.01624049999984,20.964399999999785;"{""coordinates"": [20.964399999999785, 46.01624049999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:9470fbb7-1990-462a-833c-319c0807ea;2015-10-26;AQ125;RO;15;Variaş;N_A;Varias;N_A;RUM;N_A;45;N.RO.RAILRDC.000485
43.22169449999984,22.31806949999978;"{""coordinates"": [22.31806949999978, 43.22169449999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:1919457e-81ff-4900-ad09-8769432fc8;2015-10-26;AQ125;RS;15;Bela Palanka;N_A;Bela Palanka;N_A;SRP;N_A;45;N.RS.RAILRDC.002208
48.30313799999984,16.56405849999979;"{""coordinates"": [16.56405849999979, 48.30313799999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:f893d660-d497-427b-bdc3-90bb819aed;2015-10-26;AQ125;AT;15;Deutsch-Wagram;N_A;Deutsch-Wagram;N_A;GER;N_A;45;N.AT.RAILRDC.000168
53.68660349999985,-7.5915590000001885;"{""coordinates"": [-7.5915590000001885, 53.68660349999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:48655d8f-6aa1-4465-b85e-49fca75799;2015-10-26;AQ125;IE;15;Edgeworthstown;N_A;Edgeworthstown;N_A;ENG;N_A;45;N.IE.RAILRDC.00018
53.99958649999984,21.92726099999979;"{""coordinates"": [21.92726099999979, 53.99958649999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:86a302c0-e74b-4ac9-ae09-32f3c083d2;2015-10-26;AQ125;PL;15;Siedliska;N_A;Siedliska;N_A;POL;N_A;26;N.PL.RAILRDC.000405
51.74298949999985,-2.217482000000189;"{""coordinates"": [-2.217482000000189, 51.74298949999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:ac4e1fab-c46f-4db6-b9a1-f27234c8fe;2015-10-26;AQ125;GB;31;Stroud Station;N_A;Stroud Station;N_A;ENG;N_A;45;N.GB.RAILRDC.000183
60.24256949999983,24.994027999999787;"{""coordinates"": [24.994027999999787, 60.24256949999983], ""type"": ""Point""}";1;_EG.EGM.RailrdC:8992f378-432f-4de2-a2f9-3e996879ab;2015-10-26;AQ125;FI;32;Pukinmäki;Bocksbacka;Pukinmaki;Bocksbacka;FIN;SWE;26;N.FI.RAILRDC.000046
50.47727499999985,17.341875499999787;"{""coordinates"": [17.341875499999787, 50.47727499999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:f42dbf32-fb0c-490a-88e4-0203317b67;2015-10-26;AQ125;PL;15;Nysa;N_A;Nysa;N_A;POL;N_A;45;N.PL.RAILRDC.000939
49.18945749999983,6.900420499999797;"{""coordinates"": [6.900420499999797, 49.18945749999983], ""type"": ""Point""}";1;_EG.EGM.RailrdC:09ad65e8-f446-4363-9833-c6d80b83de;2015-10-26;AQ125;FR;15;Forbach;N_A;Forbach;N_A;FRE;N_A;45;N.FR.RAILRDC.000300
47.41595649999985,15.279191999999794;"{""coordinates"": [15.279191999999794, 47.41595649999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:21d9e0b4-f6ef-4db6-ac5e-52f45b8d86;2015-10-26;AQ125;AT;15;Bruck an der Mur;N_A;Bruck an der Mur;N_A;GER;N_A;45;N.AT.RAILRDC.000013
51.20401849999985,4.428211999999803;"{""coordinates"": [4.428211999999803, 51.20401849999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:6550cf2c-decc-4d06-9768-eadb04ea79;2015-10-26;AQ125;BE;15;Antwerpen-Berchem;N_A;Antwerpen-Berchem;N_A;DUT;N_A;45;N.BE.RAILRDC.000219
59.521361499999834,17.89831599999979;"{""coordinates"": [17.89831599999979, 59.521361499999834], ""type"": ""Point""}";1;_EG.EGM.RailrdC:a77e1eb0-e594-4490-965e-5e515a093e;2015-10-26;AQ125;SE;15;Upplands Väsby;N_A;Upplands Vaesby;N_A;SWE;N_A;45;N.SE.RAILRDC.00454
48.73042699999985,2.446159499999794;"{""coordinates"": [2.446159499999794, 48.73042699999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:f8c94773-c88d-4bd1-9c10-a891698c54;2015-10-26;AQ125;FR;15;Villeneuve-Saint-Georges;N_A;Villeneuve-Saint-Georges;N_A;FRE;N_A;26;N.FR.RAILRDC.000454
41.848073999999855,43.41104649999974;"{""coordinates"": [43.41104649999974, 41.848073999999855], ""type"": ""Point""}";1;_EG.EGM.RailrdC:106b3a99-f64a-4688-a35f-6f4e72861e;2015-10-26;AQ125;GE;15;ბორჯომი;N_A;Borjomi;N_A;GEO;N_A;26;N.GE.RAILRDC.000245
48.69595,10.929305999999796;"{""coordinates"": [10.929305999999796, 48.69595], ""type"": ""Point""}";1;_EG.EGM.RailrdC:f9dce922-865b-4e19-a489-dac472ff44;2015-10-26;AQ125;DE;15;Rain;N_A;Rain;N_A;GER;N_A;45;N.DE.RAILRDC.000892
48.907699999999835,9.147485999999788;"{""coordinates"": [9.147485999999788, 48.907699999999835], ""type"": ""Point""}";1;_EG.EGM.RailrdC:cff89733-9449-44c4-9574-fdd5dc7a8c;2015-10-26;AQ125;DE;15;Asperg;N_A;Asperg;N_A;GER;N_A;45;N.DE.RAILRDC.001228
51.90252299999983,-8.453708500000204;"{""coordinates"": [-8.453708500000204, 51.90252299999983], ""type"": ""Point""}";1;_EG.EGM.RailrdC:4509c0c9-2e81-4ffd-8d36-4bf3761909;2015-10-26;AQ125;IE;15;Cork;N_A;Cork;N_A;ENG;N_A;45;N.IE.RAILRDC.00108
40.703920999999866,14.708361499999798;"{""coordinates"": [14.708361499999798, 40.703920999999866], ""type"": ""Point""}";1;_EG.EGM.RailrdC:e0899fe3-5aee-43ad-ade7-15ff63ff8b;2015-10-26;AQ125;IT;15;Cava dei Tirreni;N_A;Cava dei Tirreni;N_A;ITA;N_A;26;N.IT.RAILRDC.000302
55.09327349999983,24.275891499999773;"{""coordinates"": [24.275891499999773, 55.09327349999983], ""type"": ""Point""}";1;_EG.EGM.RailrdC:0db71486-d83b-4a9e-b26a-0ed80d86c2;2015-10-26;AQ125;LT;15;Jonava;N_A;Jonava;N_A;LIT;N_A;45;N.LT.RAILRDC.000061
45.675196999999855,26.02723199999977;"{""coordinates"": [26.02723199999977, 45.675196999999855], ""type"": ""Point""}";1;_EG.EGM.RailrdC:7391255c-36ea-42f8-a469-a4b8396fab;2015-10-26;AQ125;RO;15;Întorsura Buzăului;N_A;Intorsura Buzaului;N_A;RUM;N_A;45;N.RO.RAILRDC.000604
55.63580549999983,8.283659999999799;"{""coordinates"": [8.283659999999799, 55.63580549999983], ""type"": ""Point""}";1;_EG.EGM.RailrdC:92d0b2e0-23ad-4f47-954d-7323347ed6;2015-10-26;AQ125;DK;15;Baunhøj;N_A;Baunhoj;N_A;DAN;N_A;26;N.DK.RAILRDC.00301
53.42984749999985,-3.0679705000002;"{""coordinates"": [-3.0679705000002, 53.42984749999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:003277ee-b86a-4015-b8f8-85860be53a;2015-10-26;AQ125;GB;15;Wallasey Grove Road Station;N_A;Wallasey Grove Road Station;N_A;ENG;N_A;45;N.GB.RAILRDC.002585
45.85905999999986,24.06780999999978;"{""coordinates"": [24.06780999999978, 45.85905999999986], ""type"": ""Point""}";1;_EG.EGM.RailrdC:f0777d00-b5e2-4621-9961-9f721035a6;2015-10-26;AQ125;RO;15;Ocna Sibiului;N_A;Ocna Sibiului;N_A;RUM;N_A;45;N.RO.RAILRDC.000527
50.40979049999984,4.521491999999796;"{""coordinates"": [4.521491999999796, 50.40979049999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:ac8b6406-9305-4251-ab22-62943922b9;2015-10-26;AQ125;BE;15;Châtelet;N_A;Chatelet;N_A;FRE;N_A;45;N.BE.RAILRDC.000179
52.516339499999845,20.748876999999766;"{""coordinates"": [20.748876999999766, 52.516339499999845], ""type"": ""Point""}";1;_EG.EGM.RailrdC:cbd24f6e-6ca9-49ec-9e5a-0a35cff31b;2015-10-26;AQ125;PL;15;Brody;N_A;Brody;N_A;POL;N_A;26;N.PL.RAILRDC.000656
55.35404949999983,11.695850499999779;"{""coordinates"": [11.695850499999779, 55.35404949999983], ""type"": ""Point""}";1;_EG.EGM.RailrdC:0fced30b-6fd6-4190-8943-834073c549;2015-10-26;AQ125;DK;15;Glumsø;N_A;Glumso;N_A;DAN;N_A;26;N.DK.RAILRDC.00099
41.74447599999985,20.927407499999788;"{""coordinates"": [20.927407499999788, 41.74447599999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:c0775467-8052-48de-9d2c-eaec2f3515;2014-01-20;AQ125;MK;15;Лакавица;N_A;Lakavica;N_A;MKD;N_A;45;N.MK.RAILRDC.0000037
39.73679449999985,-8.926186000000198;"{""coordinates"": [-8.926186000000198, 39.73679449999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:834f0acf-23c3-4898-b435-c26d6f104f;2015-10-26;AQ125;PT;15;Marinha Grande;N_A;Marinha Grande;N_A;POR;N_A;26;N.PT.RAILRDC.000061
45.42364999999984,23.365929999999764;"{""coordinates"": [23.365929999999764, 45.42364999999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:95504b06-0d7e-4262-8b78-c64e6c15bb;2015-10-26;AQ125;RO;15;Petroşani;N_A;Petrosani;N_A;RUM;N_A;45;N.RO.RAILRDC.000657
48.72709549999985,11.17784999999978;"{""coordinates"": [11.17784999999978, 48.72709549999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:1c81cdcf-1db5-41cc-b938-c6bed24871;2015-10-26;AQ125;DE;15;Neuburg (Donau);N_A;Neuburg (Donau);N_A;GER;N_A;45;N.DE.RAILRDC.000567
51.43145899999985,17.938537499999768;"{""coordinates"": [17.938537499999768, 51.43145899999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:68fe8b99-4728-4e94-9af8-f15822fdef;2015-10-26;AQ125;PL;15;Ostrzeszów;N_A;Ostrzeszow;N_A;POL;N_A;45;N.PL.RAILRDC.000833
